order_id,rider_id,assigned,predicted_eta
O0043167,D0170,True,24.347804215781665
O0042961,D0025,True,22.596216015449478
O0043002,D0280,True,21.28171318227451
O0042781,D0208,True,17.933560707627564
O0042683,D0246,True,24.206978800931893
O0042817,D0275,True,27.513571111375448
O0042616,D0172,True,27.797024182959156
O0042497,D0165,True,39.35041165009768
O0042570,D0176,True,33.21567067240304
O0042694,D0115,True,23.1502667555941
O0042565,D0006,True,37.001125232391665
O0043173,D0270,True,27.171805012514504
O0042675,D0000,True,27.28958413945631
O0042667,D0070,True,31.186615216002153
O0042767,D0035,True,29.093246694007824
O0042564,D0033,True,33.27113507324321
O0042562,D0146,True,20.92234510321093
O0042984,D0106,True,30.435591598834478
O0043057,D0076,True,76.44520210142022
O0042985,D0291,True,34.6175361636327
O0042605,D0290,True,39.84225434287362
O0042623,D0037,True,28.082286567155336
O0043100,D0008,True,86.84256257437248
O0043193,D0014,True,77.14321808806164
O0042854,D0104,True,55.94365010083319
O0042581,D0110,True,28.96634605342532
O0042664,D0214,True,23.58381688959838
O0043218,D0252,True,28.653657712550277
O0042805,D0243,True,81.78636631495385
O0042431,D0172,True,31.887642201262295
O0042855,D0211,True,29.536929298192405
O0042591,D0115,True,32.48770432324621
O0042773,D0171,True,44.13903901593248
O0042646,D0196,True,31.07178382250556
O0042539,D0270,True,33.2602178248658
O0042674,D0262,True,23.936660002670955
O0042837,D0235,True,32.61587945108703
O0042944,D0062,True,27.788079049055252
O0042752,D0032,True,47.454330150886676
O0042478,D0084,True,38.7383021613642
O0043151,D0060,True,34.31228168180799
O0042932,D0165,True,25.116311662116594
O0042535,D0295,True,53.857597815106224
O0042673,D0160,True,107.55443061973182
O0042461,D0013,True,29.599391252559485
O0042480,D0004,True,33.49299519065389
O0043120,D0012,True,36.754751670091174
O0043077,D0139,True,80.83123615224343
O0043045,D0222,True,38.536856822688485
O0042463,D0223,True,40.157740733109584
O0042815,D0276,True,30.71180249981099
O0043205,D0169,True,100.83857055251292
O0042766,D0192,True,117.89222164392307
O0042736,D0189,True,26.78379565779984
O0042780,D0150,True,48.745368108651476
O0042917,D0086,True,37.23600043965795
O0042730,D0118,True,39.312151457827476
O0043219,D0048,True,39.60563339524436
O0042846,D0110,True,28.714926949859965
O0042755,D0106,True,124.4016046708569
O0042934,D0001,True,69.95569091432112
O0043215,D0062,True,20.81070747282714
O0042546,D0006,True,45.862099215008946
O0042863,D0103,True,50.15031896748774
O0042693,D0052,True,37.528328500558956
O0043096,D0266,True,33.86716114980089
O0042698,D0211,True,32.92182746724857
O0042955,D0167,True,32.585232292849085
O0043172,D0261,True,17.743880671695635
O0043033,D0064,True,28.481978863833064
O0042469,D0065,True,54.838997146207625
O0042804,D0290,True,33.81070264605769
O0042943,D0298,True,45.401516747449726
O0042684,D0203,True,38.2362167576802
O0042807,D0274,True,29.436715889415648
O0042933,D0229,True,38.7832389396557
O0043019,D0068,True,32.468781178796775
O0042430,D0037,True,40.15467663730259
O0042759,D0011,True,24.219079755813542
O0043070,D0233,True,65.90924369886373
O0042688,D0018,True,42.687942797899915
O0042866,D0058,True,22.157892505280408
O0043147,D0104,True,41.52991046522262
O0043013,D0109,True,18.266516857263234
O0043099,D0280,True,83.94799661561004
O0043115,D0197,True,37.54740102731452
O0042549,D0254,True,22.187522431204258
O0042505,D0032,True,35.79702016503934
O0042868,D0134,True,50.98823179198235
O0042802,D0165,True,25.085937736360037
O0042446,D0224,True,43.44969384550157
O0042440,D0137,True,44.360890090224096
O0042982,D0019,True,51.62634986361616
O0043016,D0035,True,24.64330102632465
O0043128,D0270,True,35.62409030644209
O0042611,D0205,True,37.283749590187604
O0042849,D0262,True,31.95321650271148
O0042744,D0252,True,49.11988656362458
O0042867,D0003,True,35.195033617429495
O0042438,D0163,True,21.485921291991794
O0043169,D0186,True,52.58375844495545
O0042967,D0025,True,39.288913755728984
O0042504,D0171,True,34.224657974573844
O0042453,D0223,True,33.71053101102342
O0042462,D0038,True,45.00310151130416
O0043148,D0048,True,30.06598018336106
O0042500,D0120,True,47.05712808086089
O0043056,D0123,True,25.958301345531986
O0042442,D0079,True,27.26487779761628
O0042954,D0150,True,24.410524805265982
O0042968,D0155,True,38.202442824614934
O0043084,D0189,True,40.07972550754534
O0042948,D0052,True,39.57611056102889
O0042554,D0061,True,43.06952309747746
O0042487,D0161,True,36.70719740594737
O0043005,D0115,True,36.428481947974035
O0043177,D0058,True,87.45298557735936
O0042525,D0276,True,29.927712941683623
O0043015,D0073,True,32.655761804486744
O0043153,D0011,True,20.695819272856596
O0042435,D0290,True,47.596151835590646
O0042888,D0062,True,46.99269261952366
O0042799,D0076,True,41.939103559151185
O0042879,D0014,True,38.65706564717907
O0042476,D0204,True,31.301654916650367
O0043130,D0078,True,29.79864381318977
O0043235,D0228,True,38.38663560871489
O0042962,D0000,True,38.032362023830565
O0042966,D0008,True,35.70077562652192
O0042845,D0211,True,134.33068195950835
O0042957,D0030,True,34.79118380745422
O0042820,D0227,True,28.13509504684385
O0042754,D0209,True,48.3691390049423
O0042629,D0203,True,62.05945389502076
O0042748,D0200,True,25.68393038883664
O0042513,D0273,True,38.64454717890465
O0043209,D0039,True,43.636693092902604
O0042973,D0103,True,44.493355048633504
O0042928,D0136,True,31.778166317839236
O0042647,D0066,True,37.43698213147987
O0042878,D0055,True,47.76065971732389
O0042714,D0105,True,42.00933977888466
O0042577,D0196,True,46.33315306381587
O0042499,D0007,True,79.5707983526496
O0042899,D0235,True,58.1056973079979
O0043003,D0299,True,50.95451402438782
O0042568,D0104,True,47.10003663362753
O0042936,D0215,True,43.36693244101992
O0042960,D0291,True,34.63913885663418
O0042997,D0182,True,31.72422907855938
O0042531,D0021,True,42.04376402537493
O0042834,D0028,True,67.28141899215537
O0042942,D0296,True,22.639615658569205
O0042580,D0049,True,45.861245698409874
O0042592,D0029,True,64.20540264928543
O0043090,D0100,True,36.1774520664622
O0042708,D0255,True,20.7391056850537
O0042524,D0035,True,29.601803193097503
O0043060,D0223,True,25.1492415519066
O0042873,D0157,True,26.923185360170642
O0042632,D0084,True,135.0879419929336
O0042801,D0298,True,120.12080978532491
O0043233,D0111,True,27.958398059229985
O0043196,D0217,True,32.75011367089575
O0042887,D0177,True,41.280056636559834
O0042909,D0048,True,28.61364061791214
O0042911,D0197,True,41.58470837286165
O0042998,D0221,True,31.653984790681523
O0042607,D0193,True,45.645015202759815
O0042671,D0232,True,50.36670215633409
O0042634,D0216,True,35.5108684746962
O0042454,D0181,True,27.46027939290836
O0043143,D0202,True,36.09327755075497
O0042612,D0205,True,47.3693205153527
O0042589,D0119,True,29.5187890959511
O0042652,D0297,True,38.01391541677346
O0043227,D0278,True,30.539727182140545
O0042627,D0226,True,39.15164004170477
O0043207,D0200,True,27.722056223431625
O0043061,D0027,True,49.7213787937831
O0043050,D0149,True,35.79717042472128
O0042676,D0051,True,20.277802355430282
O0042590,D0115,True,30.191293538173944
O0042645,D0241,True,42.758011013643305
O0042988,D0189,True,33.28180204519994
O0042983,D0012,True,20.243134464845426
O0042864,D0252,True,36.06000190945539
O0043186,D0043,True,46.972654886284914
O0042491,D0167,True,55.538673083770554
O0043122,D0109,True,62.19431083969695
O0042477,D0053,True,39.38832120137175
O0043043,D0259,True,58.35225922494142
O0042494,D0261,True,19.727910249569703
O0042711,D0155,True,35.92715449050107
O0043168,D0025,True,45.80854441449979
O0042536,D0161,True,27.52474067208422
O0043022,D0169,True,27.87020640332308
O0042682,D0145,True,33.99662182814257
O0042459,D0270,True,37.92279195715609
O0042778,D0078,True,36.46928046649612
O0043071,D0171,True,28.551634375577144
O0042841,D0077,True,54.40885312957885
O0043152,D0130,True,42.15435458315028
O0042717,D0061,True,35.28048605589522
O0043059,D0018,True,46.305868243546136
O0043231,D0038,True,25.697847635950925
O0043028,D0134,True,30.451520488923812
O0042657,D0136,True,38.129731913036316
O0043042,D0296,True,26.9511759689696
O0042889,D0019,True,46.323708531529334
O0042721,D0237,True,54.879286501004046
O0042584,D0052,True,49.128714117532766
O0042452,D0290,True,107.70104971306436
O0042518,D0188,True,40.918876316679956
O0042642,D0035,True,55.28506734819092
O0042492,D0157,True,68.77892135824769
O0043075,D0116,True,40.853162389514516
O0042474,D0228,True,31.050683560836312
O0042905,D0222,True,50.85351155514655
O0043226,D0057,True,42.23897487635166
O0042587,D0165,True,28.207773696989168
O0042471,D0060,True,35.30792140959457
O0042790,D0159,True,27.833185963663013
O0042901,D0068,True,33.596072571401315
O0042445,D0140,True,27.785288183874837
O0042824,D0120,True,39.344443794691415
O0042719,D0234,True,69.67200526588546
O0042699,D0181,True,31.386997282217383
O0042543,D0246,True,26.184114737201917
O0043157,D0150,True,43.3891122623594
O0042655,D0105,True,34.688780139838656
O0043181,D0192,True,113.78752507444729
O0042965,D0086,True,23.6017446222967
O0042902,D0225,True,22.913399229914912
O0043083,D0123,True,38.57623518551384
O0043202,D0208,True,31.2787602629907
O0042740,D0282,True,35.91595099848357
O0042945,D0224,True,30.881240061900193
O0042482,D0227,True,21.642297726860882
O0042964,D0104,True,43.29141033981845
O0043021,D0003,True,17.187074210720425
O0042600,D0039,True,31.604406105319484
O0043166,D0221,True,41.99696429371585
O0042451,D0280,True,41.91991686865462
O0043023,D0297,True,22.364692968017494
O0042606,D0022,True,42.895903861821495
O0042908,D0217,True,43.545208957708084
O0043108,D0204,True,54.98547149787831
O0043197,D0184,True,17.269273849061914
O0042844,D0048,True,37.21881488576746
O0042818,D0278,True,137.60008003425028
O0042830,D0292,True,20.676770234609315
O0042979,D0182,True,43.03048512990691
O0042472,D0049,True,27.69682128202637
O0042443,D0017,True,57.981500612539094
O0042919,D0215,True,47.29290279587635
O0043054,D0213,True,35.56264047164858
O0042595,D0042,True,23.697652114376865
O0042763,D0169,True,67.83842663190565
O0042641,D0038,True,42.679369474269585
O0042464,D0193,True,28.89489927982413
O0043131,D0106,True,25.783290583748077
O0042672,D0009,True,24.26968143197165
O0043221,D0252,True,36.67852674566119
O0042586,D0088,True,28.473298104043714
O0043064,D0196,True,28.57853137086039
O0042926,D0166,True,30.013100519532646
O0042828,D0040,True,20.375142006261363
O0042479,D0122,True,31.407960999926892
O0042563,D0197,True,22.576468938861897
O0043179,D0053,True,23.931306933370095
O0043062,D0027,True,28.96491150084276
O0043144,D0227,True,21.81162413029716
O0042939,D0232,True,35.871445625618186
O0042726,D0004,True,27.87523862962604
O0043237,D0011,True,20.101826587469205
O0042515,D0043,True,57.42260807603303
O0043188,D0214,True,29.122955493388353
O0042914,D0189,True,83.24684764909674
O0043133,D0238,True,16.102250424126773
O0043000,D0195,True,35.43063004496791
O0043027,D0131,True,26.1151815389331
O0042831,D0296,True,97.57214889134518
O0042727,D0125,True,28.130550913501136
O0043127,D0208,True,19.99136721445581
O0042622,D0277,True,29.732352629482577
O0042784,D0061,True,25.595637674484603
O0042852,D0013,True,22.959983807640548
O0042884,D0171,True,21.077802679441966
O0042956,D0231,True,27.370946830383186
O0042540,D0119,True,20.60092747575039
O0043182,D0075,True,21.215080693698635
O0042680,D0025,True,55.91155121114852
O0043214,D0007,True,40.770553201444805
O0042702,D0273,True,26.78966575819936
O0042666,D0146,True,31.815885196002018
O0042625,D0291,True,27.959474128922434
O0042931,D0209,True,23.72510310351772
O0042613,D0021,True,38.530063233762505
O0042601,D0100,True,24.786820290654646
O0042530,D0009,True,30.68336735788584
O0042490,D0107,True,25.597131271295282
O0043225,D0024,True,38.0603534249574
O0043006,D0159,True,32.463620622543004
O0043199,D0236,True,27.065271632858966
O0042797,D0058,True,24.93932355569006
O0043159,D0109,True,40.502552920042966
O0042877,D0212,True,40.42045047617663
O0042644,D0167,True,28.807745511116302
O0042654,D0071,True,39.04490521324189
O0043081,D0068,True,28.09055093009806
O0042636,D0018,True,25.66190448422155
O0042437,D0262,True,38.68596331891758
O0042510,D0088,True,35.56696592114675
O0043111,D0082,True,26.112656162248335
O0043097,D0049,True,28.971818698104066
O0042599,D0104,True,45.93059619372765
O0042789,D0197,True,30.534295626138473
O0042532,D0019,True,27.02670360176854
O0042975,D0046,True,27.83452308431061
O0042859,D0202,True,18.28464472878193
O0042516,D0188,True,35.2154554699373
O0042745,D0122,True,22.476196303412195
O0042681,D0186,True,22.314670298333272
O0042882,D0220,True,28.210465918489852
O0042615,D0281,True,37.806104275608654
O0042929,D0130,True,26.17020102975748
O0042450,D0259,True,37.81722529370807
O0042777,D0106,True,78.59219596426396
O0042963,D0038,True,24.746118089151107
O0043156,D0079,True,26.439328239950182
O0042635,D0176,True,20.16316958517509
O0043072,D0149,True,32.83583182520787
O0042822,D0252,True,78.88084310050073
O0042812,D0098,True,27.98045113126634
O0043118,D0234,True,37.56993062547141
O0042747,D0254,True,26.13903895690529
O0043080,D0008,True,30.146488563598666
O0043163,D0231,True,26.52362527629761
O0042892,D0142,True,29.644632567019244
O0043074,D0027,True,37.04865056416185
O0043162,D0035,True,33.68084910504747
O0042665,D0195,True,20.91282542962949
O0043089,D0270,True,70.35875928212242
O0043126,D0166,True,22.307355189063877
O0042649,D0167,True,30.369890058781333
O0042618,D0209,True,26.130239970744533
O0042791,D0217,True,20.885088770152628
O0043020,D0043,True,89.29003293924869
O0042707,D0273,True,25.701789748515637
O0042753,D0248,True,33.805899802191796
O0042533,D0046,True,39.98886722893128
O0043154,D0262,True,34.37497921895135
O0042900,D0107,True,33.45263291116623
O0042594,D0197,True,33.82511991676809
O0042809,D0071,True,23.901786868299986
O0042687,D0038,True,30.285806766271346
O0042534,D0259,True,28.08228563933316
O0042537,D0281,True,16.301209569737253
O0042810,D0100,True,24.27007548556007
O0042710,D0105,True,31.854087781718373
O0042551,D0005,True,27.70365305092474
O0042503,D0249,True,34.82139765786396
O0042750,D0184,True,18.62952835939275
O0042608,D0021,True,21.030147205498494
O0042757,D0234,True,28.389486218740572
O0042959,D0009,True,21.8147676642196
O0042952,D0032,True,23.903752340603454
O0043192,D0111,True,30.660831013338516
O0043017,D0260,True,27.879461380441718
O0042575,D0040,True,24.561320873351324
O0042770,D0168,True,24.67995085765611
O0042523,D0207,True,15.839571007397684
O0042620,D0220,True,34.06544531075477
O0043055,D0048,True,62.4880696894458
O0043155,D0213,True,29.47755337634983
O0043142,D0061,True,29.59599068186984
O0042861,D0167,True,32.88774083418578
O0043105,D0258,True,17.95312521028857
O0043076,D0186,True,28.32958177025258
O0042556,D0049,True,39.787377001933706
O0043234,D0161,True,25.061216023603098
O0043009,D0122,True,28.84498208952312
O0042858,D0090,True,24.15803059343817
O0043180,D0042,True,27.15744310756369
O0042651,D0018,True,51.46238621200476
O0042949,D0149,True,28.985420720583512
O0042986,D0109,True,25.364335927641882
O0042550,D0202,True,22.5136572735109
O0043086,D0108,True,24.554833508391134
O0042626,D0104,True,28.182838254400416
O0043165,D0075,True,19.4380387279468
O0042559,D0022,True,14.631033090799418
O0042958,D0142,True,36.365992876662595
O0042922,D0241,True,22.783592498909222
O0042573,D0278,True,43.348613094069776
O0042709,D0270,True,23.164813893616053
O0042555,D0068,True,31.659870566836215
O0043092,D0237,True,36.00553798552158
O0042567,D0167,True,29.606556872804603
O0042628,D0085,True,19.198287151282727
O0043123,D0257,True,25.93595856015213
O0042935,D0161,True,23.562019584477117
O0042811,D0297,True,26.350265353388583
O0043119,D0259,True,32.839731430415554
O0042758,D0232,True,21.223850332043483
O0043139,D0220,True,38.847238212127664
O0042996,D0258,True,23.023013007723293
O0042631,D0029,True,25.70444241231827
O0042700,D0109,True,27.18819221277777
O0043161,D0027,True,23.51606700616167
O0042897,D0131,True,25.575943282790945
O0042638,D0192,True,26.893790114326475
O0042793,D0189,True,31.446337958390927
O0042526,D0237,True,25.106157303695873
O0043014,D0085,True,16.527036908335
O0042659,D0107,True,28.53188829075894
O0043124,D0197,True,18.144890050956434
O0042481,D0231,True,27.536848011970296
O0042653,D0299,True,41.81811772804968
O0042806,D0208,True,32.60280388412977
O0043029,D0280,True,45.35892504073228
O0043030,D0028,True,28.751276036619423
O0042738,D0022,True,30.012634452642107
O0042692,D0046,True,18.12327606350591
O0042718,D0153,True,32.0768012757746
O0042771,D0149,True,24.85954087395548
O0042677,D0159,True,29.18770943779852
O0042488,D0256,True,19.595931634227306
O0043034,D0040,True,21.331502629716624
O0042995,D0049,True,62.2475613405572
O0042875,D0145,True,15.537772576114097
O0042843,D0189,True,38.21488385720844
O0042838,D0213,True,27.40548899820258
O0042637,D0107,True,24.335861524422228
O0042924,D0182,True,38.031579232694554
O0043239,D0258,True,24.71009291291358
O0042434,D0109,True,18.542198043622864
O0042987,D0259,True,26.131939931037806
O0042475,D0009,True,24.38168317762616
O0042857,D0186,True,25.860404569744233
O0042764,D0055,True,29.665604057874415
O0042441,D0260,True,46.844937728207135
O0042701,D0048,True,46.12377058875162
O0043342,D0259,True,24.427668293460005
O0043548,D0167,True,19.69706996405333
O0043840,D0270,True,55.21886978559712
O0043277,D0186,True,52.89405717537197
O0043653,D0167,True,63.47810157804418
O0043765,D0104,True,22.64488802624571
O0043303,D0109,True,21.71444392722701
O0043581,D0297,True,18.30838351132159
O0043487,D0018,True,26.95849158540605
O0043308,D0021,True,27.54479738932622
O0043365,D0013,True,14.723114484574038
O0043281,D0215,True,23.414829155839286
O0043836,D0247,True,30.433037830413692
O0043328,D0204,True,20.39648211421554
O0043475,D0283,True,22.108594969567974
O0043794,D0232,True,55.965643739246595
O0043405,D0165,True,28.33775205808462
O0043713,D0106,True,35.621252165437745
O0043675,D0038,True,39.21805509533104
O0043546,D0088,True,18.58522793545744
O0043859,D0202,True,15.364399373924618
O0043383,D0035,True,34.50411956711293
O0043654,D0079,True,19.41631043566408
O0043441,D0013,True,12.792612364163121
O0043681,D0053,True,28.195143121437624
O0043909,D0211,True,21.526635606092068
O0043710,D0262,True,29.113552636095342
O0043543,D0049,True,25.269576005714207
O0043652,D0006,True,26.554780676960178
O0043285,D0166,True,56.50287907739303
O0043745,D0027,True,21.468175590910093
O0043484,D0220,True,16.301175960460707
O0043407,D0202,True,22.14410130580191
O0043526,D0106,True,21.318841600588556
O0043887,D0241,True,13.923443265210723
O0043541,D0109,True,23.334956312663827
O0043810,D0211,True,26.884905544082425
O0043602,D0257,True,20.072347945880896
O0043341,D0155,True,17.319923680852384
O0043898,D0079,True,19.004357080656547
O0043315,D0131,True,28.048276993567683
O0043324,D0068,True,23.984017585062787
O0043841,D0002,True,31.05092601979157
O0043346,D0106,True,22.45279752274011
O0043461,D0049,True,23.315808173746667
O0043858,D0274,True,25.11732775095699
O0043603,D0234,True,26.153195542982584
O0043692,D0025,True,14.575404785351504
O0043453,D0104,True,22.363491590637402
O0043677,D0018,True,39.0420492896308
O0043666,D0150,True,24.77770402831826
O0043908,D0203,True,15.753692114167803
O0043779,D0283,True,23.096000525964925
O0043635,D0197,True,29.926387328844196
O0043827,D0188,True,19.11109879689524
O0043736,D0266,True,19.694163614123674
O0043890,D0176,True,22.053302259714386
O0043243,D0220,True,15.842697950888697
O0043419,D0104,True,35.05955430582785
O0043883,D0206,True,27.424031119954087
O0043276,D0298,True,19.27951630963645
O0043436,D0186,True,28.88870848327234
O0043331,D0206,True,22.764951977687296
O0043651,D0169,True,27.57991247851824
O0043578,D0048,True,21.475829517415406
O0043427,D0262,True,36.090386298650635
O0043523,D0009,True,25.98193692800188
O0043614,D0252,True,30.517939815920144
O0043476,D0105,True,19.815747031393276
O0043553,D0142,True,21.4638222940808
O0043907,D0233,True,17.69792090953618
O0043573,D0088,True,21.15398968339131
O0043295,D0280,True,26.984712597677145
O0043832,D0103,True,25.017284570613366
O0043669,D0002,True,44.35670043472519
O0043355,D0217,True,28.062509964527123
O0043604,D0270,True,26.92602546576358
O0043469,D0100,True,28.896829970740182
O0043663,D0049,True,58.86532640567948
O0043683,D0060,True,22.18825166747639
O0043409,D0265,True,15.991935999025053
O0043367,D0044,True,16.460270277180886
O0043519,D0241,True,23.645749181395793
O0043874,D0107,True,22.917001019788273
O0043274,D0233,True,33.73069216795237
O0043470,D0066,True,32.42189933665319
O0043373,D0189,True,22.220308067979765
O0043888,D0186,True,44.4803862267551
O0043267,D0217,True,17.510294800288754
O0043866,D0033,True,35.44663371466644
O0043696,D0290,True,29.861709384193954
O0043912,D0142,True,27.90481425817226
O0043660,D0099,True,15.674534512616521
O0043510,D0189,True,25.91420859075635
O0043730,D0295,True,57.163750823848524
O0043946,D0110,True,29.185349277985118
O0043902,D0068,True,22.35400190676281
O0043392,D0243,True,13.91077288716068
O0043926,D0166,True,15.976169537521216
O0043798,D0150,True,20.694831632066467
O0043398,D0211,True,30.07023805562537
O0043915,D0046,True,20.647814585952446
O0043275,D0188,True,23.454606385813214
O0043759,D0232,True,32.9628801036914
O0043922,D0178,True,24.690787150406656
O0043782,D0297,True,22.514541555306415
O0043925,D0231,True,33.42011434954773
O0043930,D0116,True,25.508439681580843
O0043615,D0060,True,26.943090709430564
O0043431,D0109,True,23.598561703484513
O0043933,D0161,True,21.16616409557943
O0043404,D0025,True,23.18194266139006
O0043788,D0189,True,78.16297491487121
O0043665,D0213,True,32.66373819733508
O0043290,D0019,True,26.267052464618956
O0043848,D0107,True,22.884677355157343
O0043676,D0217,True,24.060281435071197
O0043843,D0029,True,21.773868639681034
O0043767,D0013,True,20.119903974355395
O0043388,D0254,True,16.975827398155445
O0043607,D0160,True,25.821204323777213
O0043336,D0172,True,43.06175927945553
O0043369,D0162,True,72.19551307660484
O0043434,D0046,True,18.817554148025916
O0043911,D0004,True,19.697229461629597
O0043377,D0171,True,33.71681945735378
O0043454,D0068,True,26.524453371729354
O0043726,D0103,True,19.134371943824597
O0043444,D0053,True,32.3611350855838
O0043649,D0298,True,26.56275817756618
O0043437,D0214,True,23.37528705991933
O0043396,D0220,True,34.49224931413378
O0043645,D0197,True,29.109093455971568
O0043833,D0122,True,29.247461837002987
O0043241,D0204,True,17.632533356102783
O0043738,D0182,True,24.932959369677526
O0043535,D0116,True,52.723600812153464
O0043688,D0058,True,32.94408720232695
O0043655,D0178,True,20.87410383327942
O0043389,D0066,True,14.790810053675338
O0043612,D0234,True,32.755189995259535
O0043372,D0295,True,22.455603151937474
O0043399,D0088,True,24.461114906256732
O0043814,D0104,True,27.368944010283307
O0043620,D0115,True,39.683017717349514
O0043633,D0239,True,36.296461366956116
O0043787,D0150,True,19.9024605562997
O0043891,D0257,True,19.175498742394318
O0043307,D0290,True,27.16774103829411
O0043380,D0030,True,25.75660999404208
O0043311,D0246,True,31.17645966053066
O0043680,D0036,True,42.71787764765414
O0043650,D0109,True,59.07048939925981
O0043864,D0231,True,30.279478394404975
O0043809,D0099,True,16.691858194838815
O0043539,D0034,True,18.192450653896003
O0043733,D0260,True,50.33312953724671
O0043507,D0258,True,21.56283188908282
O0043449,D0208,True,17.76371404918998
O0043361,D0249,True,22.67945002845009
O0043560,D0079,True,32.987352730817
O0043557,D0145,True,18.058330112653138
O0043417,D0046,True,22.783580503498904
O0043255,D0007,True,20.79067566251007
O0043875,D0061,True,25.316295097523316
O0043319,D0149,True,26.790313951256508
O0043608,D0182,True,49.85438946979282
O0043291,D0110,True,23.184773864967468
O0043816,D0155,True,29.394731953935626
O0043861,D0146,True,31.4229209592404
O0043466,D0221,True,17.56767356557222
O0043273,D0136,True,23.45408767619336
O0043878,D0168,True,48.34584100380305
O0043694,D0150,True,21.562443804130496
O0043862,D0286,True,18.74543270940821
O0043558,D0024,True,24.564450847833726
O0043617,D0153,True,28.526263717155246
O0043679,D0197,True,33.68517829308809
O0043562,D0223,True,30.851655316191298
O0043598,D0119,True,29.441269895658024
O0043459,D0088,True,29.173871694918557
O0043395,D0208,True,35.23280188267146
O0043826,D0237,True,43.691167437675546
O0043257,D0032,True,23.61598256225252
O0043318,D0171,True,17.86450519130822
O0043455,D0165,True,24.129943737856323
O0043403,D0243,True,15.70412844405948
O0043877,D0033,True,25.07471749788472
O0043323,D0297,True,26.894364300574765
O0043264,D0259,True,35.45228882237666
O0043313,D0234,True,25.626738665052294
O0043375,D0038,True,24.224700123857353
O0043661,D0206,True,30.29398734442522
O0043722,D0058,True,20.06970092320031
O0043240,D0295,True,22.03668157703852
O0043505,D0252,True,23.836538463337423
O0043698,D0115,True,26.17673719914879
O0043544,D0014,True,81.20448254240247
O0043489,D0273,True,25.374385934334832
O0043940,D0035,True,53.889129672303746
O0043438,D0281,True,33.98172392441871
O0043728,D0040,True,21.872239114654178
O0043309,D0070,True,19.50271778260631
O0043742,D0041,True,26.76457687697738
O0043744,D0159,True,22.667931569231193
O0043270,D0042,True,17.725450128864928
O0043784,D0145,True,16.955729798680586
O0043260,D0243,True,27.68094354882501
O0043263,D0082,True,21.668177559224322
O0043619,D0221,True,31.414713545913372
O0043561,D0286,True,26.727199593550115
O0043880,D0087,True,14.632509664108435
O0043850,D0030,True,34.37586750451035
O0043624,D0211,True,37.56871827080205
O0043468,D0079,True,23.04978986141429
O0043805,D0213,True,18.73022084606049
O0043634,D0086,True,16.949865818112812
O0043800,D0150,True,25.432247974166515
O0043741,D0024,True,29.402535435169845
O0043882,D0003,True,20.46991342446647
O0043321,D0160,True,21.022397776855144
O0043512,D0036,True,68.2409960226606
O0043631,D0153,True,24.603552776394167
O0043839,D0162,True,33.33216522311145
O0043849,D0006,True,39.015266130049994
O0043780,D0097,True,23.3055714684317
O0043847,D0116,True,27.01042614622537
O0043366,D0088,True,23.58689528489415
O0043245,D0297,True,26.391857808957884
O0043838,D0200,True,21.13845193330029
O0043329,D0043,True,22.120954517024074
O0043537,D0070,True,14.280543908427378
O0043932,D0259,True,22.99529149908013
O0043305,D0208,True,17.3452444286078
O0043753,D0235,True,16.842885091620573
O0043460,D0140,True,20.491658195147366
O0043345,D0234,True,76.97346243491522
O0043317,D0168,True,47.42071558510653
O0043748,D0175,True,21.509639367272182
O0043494,D0281,True,31.48610091643541
O0043547,D0221,True,31.132674407569162
O0043347,D0003,True,20.497077672089986
O0043899,D0247,True,23.606448494528458
O0043705,D0192,True,34.88567442107988
O0043359,D0190,True,20.698633261485895
O0043600,D0007,True,39.24934533631238
O0043637,D0208,True,35.16547138320295
O0043421,D0033,True,27.975613326679728
O0043467,D0259,True,38.959189112561624
O0043647,D0104,True,72.63024343060309
O0043352,D0217,True,91.28799783452536
O0043714,D0099,True,22.783143188730094
O0043792,D0260,True,19.511903980335727
O0043906,D0162,True,21.05621511793905
O0043556,D0197,True,27.092877948122457
O0043533,D0159,True,20.80520446026582
O0043418,D0200,True,17.65887740386171
O0043671,D0237,True,22.035729178453042
O0043729,D0241,True,23.05274069546485
O0043756,D0022,True,27.648141043511714
O0043762,D0060,True,25.583274642131585
O0043918,D0142,True,40.66968719347336
O0043516,D0040,True,17.518970948143654
O0043426,D0215,True,18.606662980246938
O0043761,D0079,True,39.68538221286712
O0043783,D0027,True,32.632924234837446
O0043686,D0071,True,25.75806742824556
O0043301,D0252,True,71.49114590633604
O0043772,D0078,True,20.74628782614196
O0043254,D0227,True,24.819691937433618
O0043589,D0032,True,16.40773081213095
O0043563,D0013,True,31.17454992879467
O0043939,D0157,True,32.52753437320412
O0043682,D0150,True,73.6228892930659
O0043542,D0105,True,32.97083626023847
O0043626,D0237,True,40.85575082169935
O0043256,D0221,True,27.133170407817705
O0043271,D0033,True,18.790171028242135
O0043630,D0014,True,25.513283037717976
O0043896,D0110,True,27.96279897305353
O0043413,D0115,True,30.144073171708726
O0043593,D0055,True,20.495211743664477
O0043583,D0259,True,28.8456810420641
O0043625,D0175,True,20.69293872973616
O0043511,D0042,True,25.505457008017974
O0043293,D0263,True,29.52627056152032
O0043360,D0208,True,25.636170996676352
O0043570,D0149,True,19.699855837561444
O0043496,D0162,True,47.16776672284552
O0043304,D0281,True,23.50508602228391
O0043691,D0027,True,24.065797978789853
